J3KQE5	Q6PKD4
Q8WTR7	Q9H808
A0A0S2Z5H5	F5H4M0
P0CG48	Q63HK5
A0A0S2Z5H5	F5H4Q5
P07942	P12109
F8W061	X5DR74
B1ALA7	I3L4G9
A0A0S2Z5H5	F5H442
F5GX23	P35998
E7EM64	O00487
P01185	P02511
A0A0S2Z5H5	F5H1F6
Q13887	Q9HAU4
E9PG15	F5GZI3
P63208	Q9UJX6
P63208	Q9UK99
Q9NU22	Q9NVX2
O43679	Q9UBR4
O00629	P13639
Q9BQG0	Q9UBK2
Q14739	Q96SB4
B4DWA6	P47755
Q9NU22	Q9NXF1
P06744	Q13488
G3V3I1	G3V4X5
G3V3I1	G3V4X1
A0A096LP07	Q8N9M2
K7EL68	Q53FS6
K7EL68	Q53G55
Q53FG5	Q8NHX6
Q9BX72	V9HW55
E5RFG6	Q15269
P06744	Q13200
E7EM64	O00231
E7EM64	O00232
B4E1U9	Q9NPB6
B7Z9N3	I3L3I1
D6RHI8	Q07866
P43405	Q08ET2
O75444	P35869
P18146	Q9HD15
P23769	P28069
B7Z9N3	I3L281
B7Z9N3	I3L283
P06493	P33552
Q5JVS0	Q9NS56
Q12815	Q13895
P08572	P98160
B3KRQ8	P19387
B4E3U3	X5D7S1
O00257	P31946
P0C7T5	Q06330
O60832	Q8TDD1
P48165	P98172
Q08999	Q86Y97
E9PIW3	P54727
E9PIW3	P54725
P41235	P51843
P34947	Q9NYF8
O43159	Q9BZS1
P12081	P41250
P0CG48	Q5QP82
Q06187	Q9UBS0
Q14653	Q9HAU4
B3KM34	Q5SXN9
P11586	P54886
A8K4G7	Q9Y3E7
H0YJT1	P43686
O14653	Q9UEU0
O95071	Q16531
P61966	Q8N9K4
A0AR27	Q12846
P62249	Q8TD47
B4E092	C6EMX8
O43683	P51955
F8W061	X5D995
P0C1H6	Q13415
P06493	P33981
P06493	P33993
P06493	P33991
P06493	P33992
B7Z9N3	I3L4U9
O14653	Q9UID3
Q6ZMC9	Q96C10
A8K2M8	B4DII4
E9PDL4	E9PRV8
P30876	Q8N7R0
B4DF86	O43617
O75563	P48023
P05362	P0CG48
D6RFN0	Q59G89
B4DS14	H0YBS5
P33992	Q8WVB6
D6RFN0	Q59GH5
E9PDL4	E9PPY7
B4DS14	H0YBE9
P33778	Q5TAQ9
P67870	Q7L576
E7EQB8	H0YMU3
Q6ZNJ2	Q96A65
P0C1H6	Q16778
Q53GW1	Q86Y82
Q99497	Q99933
P30876	Q8N2W9
E7EQB8	H0YNF5
E9PNV3	P26038
B7Z7G7	Q8N4C7
Q9BYX7	Q9Y281
O60291	Q96B02
E7EQB8	H0YL72
Q92520	Q96BA8
E7EQB8	H0YKD0
P0C1H6	Q16695
Q13224	Q96PV0
B4DXX4	Q9NXL9-4
E7EQB8	H0YLI6
P37023	Q8WUH2
B4DS14	H0Y981
P50548	Q06710
G3V2U3	Q8NB89
A0A087WZA4	H0YF10
B4DM67	Q7Z726
A0A087WZA4	H0YEU5
Q9BVC3	Q9UNS1
Q99497	Q99683
E9PN70	Q5T215
P48163	Q9Y6X2
B7Z9L0	F8WAM2
C9J8M3	P40938
C9J8M3	P40937
B7Z9U2	P54920
P50548	Q06413
Q13535	Q92769
B4DMT8	I3L3T1
Q59GT6	Q92696
Q13114	Q13625
A0A087WZA4	H0YDK2
P0CG48	Q66GS9
B6A8C7	P06126
A7VJS0	E9PJN4
Q13257	Q16531
O15169	Q9UER7
P09486	P27658
H0YM03	Q9BX72
P61201	Q96N86
O60884	P27797
Q9BUF7	Q9BYG5
B4DNK0	H0YCR5
P30876	Q8NF64
C9J4U1	J3QR48
H0YM03	Q9BT78
P47901	P49407
Q53FT8	Q6MZI6
P28827	Q92932
A0A075B7F0	A0A0C4DH73
P61201	Q96K76
B3KMH8	C1IDX9
B7Z5D4	Q96NA8
P61266	Q96NA8
P61266	Q96JC1
P21579	P42262
P49715	Q9C0J9
A0A087WUL2	R4GNH3
Q10570	Q96LT9
P30876	Q8NBB4
P62917	Q15269
B7Z5D4	Q96NX8
P53365	Q05084
O75586	P13984
H0YB80	K7EIT4
P14317	P34910
Q6ZNJ2	Q8TAR2
B1AMU4	B2RC50
P61266	Q96JB2
Q16543	Q5CAQ5
Q16543	Q5CAQ4
Q08722	Q13153
Q14765	Q460N5
E5RHF2	Q53FV3
B1AMU4	B2RDZ9
P30487	Q8NHL6
B7Z4W4	H0Y2P2
Q15714	Q9P031
P33778	Q5TEC6
O75907	P35610
Q5VTD9	Q92769
B7Z4W4	H0Y3Y9
O60832	Q99848
P68543	Q9Y263
P61201	Q96DE8
B7Z4W4	H0Y561
H0YB80	K7EM20
Q9P2N4	Q9UKJ8
P08238	Q7Z6Z7
P10415	Q99933
P21359	P61981
P38935	Q06187
P61266	Q96AJ9
Q58FG1	Q9NZL4
P49715	P49792
P01106	Q9UM47
P01106	Q9ULX6
P10415	Q99836
B4DMP7	Q99460
O95983	Q7Z3K6
Q9HCU9	Q9UQL6
P51617	Q99729
P01042	P02765
A8K3H8	B5BTZ7
B3KX11	P17987
G9K389	Q5VWU8
G9K389	Q5VWV2
J3QTB0	Q70T25
J3QTB0	Q70T24
P10415	Q99638
B4DSX3	G3V5E2
P42766	Q9Y4W2
O43829	P0CG48
Q15014	Q9UHQ7
B7Z4B6	Q9Y2L6
P01106	Q9UHI6
P51617	Q8WXG1
C9JXZ7	Q5U0C2
A0A087WUL9	O43242
P62249	Q96L21
P17936	P24385
G3XAD0	O00273
B4DQ03	Q7L523
P21673	Q96F10
O95201	P19544
O00422	O94906
H0YKS0	Q6MZI6
Q15014	Q9UGL1
P49754	Q658K0
B3KUD7	B7Z8Z6
Q14117	Q9BPU6
P25786	P84243
Q96SB4	Q9BWF3
P06493	P35269
A8KAN3	B1AH77
A8KAN3	B1AH78
A8KAN3	B1AH80
P15173	Q13547
Q59HA8	Q9BRN2
Q13257	Q15555
B4E2M0	Q5JYX0
O75529	Q5J8M4
O43151	P51610
P01106	Q9UQ26
P01106	Q9UPT9
Q13257	Q15393
O60494	P02768
O75400	Q13535
H3BNT7	Q9UNM6
H3BNT7	Q9UNM7
P68400	Q9UGI9
P68400	Q9UGJ0
P41235	P53999
P0CG48	Q5TA31
P0CG48	Q5TA89
E7EQB8	H0Y5Q7
P0CG48	Q5TAQ9
P15173	Q13617
P15173	Q13616
B4DEA3	X6R5E5
P0CG48	Q5TC82
O43396	Q9BRA2
O43511	Q8NG04
A0A096LP07	Q92905
Q59G13	Q8N4C7
E5RHF2	J3QS84
E5RHF2	J3QS88
J3QRW1	P35998
A0A0A0MTR4	E9PLL2
P08123	P25940
P0CG48	Q5SWL7
P22087	Q9NSQ0
O75439	Q5SXN9
P0CG48	Q5SW96
P0CG48	Q5SVS4
Q13224	Q8TCU5
A0A024R7U6	J3KQ69
B7Z9L0	F8VQ14
Q13277	Q9BV40
B4DSX3	G3V2M8
B4DSX3	G3V363
P68400	Q9UNS1
P0C7T5	Q08117
E5RHF2	J3QLT0
P0CG48	Q5SRE5
P0CG48	Q5SR56
D6RFN0	Q59EL2
D6RFN0	Q59F65
Q12887	Q7KZN9
P0CG48	Q5T447
P22087	Q9NRX1
P0CG48	Q5T4S7
P0CG48	Q5T6F0
E5RHF2	J3QL53
A0A0A0MTR4	E9PMH7
B4DHR8	Q9BT78
P0CG48	Q5T5X7
E5RHF2	J3QLE8
Q9BVC3	Q9UBU7
O95373	Q86VP6
O15503	P04035
B5BU24	R4GN62
Q07817	Q9H3D4
Q16531	Q66K64
O00499	Q15046
O95231	Q9Y458
B7Z2E6	Q5VWU8
B7Z2E6	Q5VWV2
Q3KR50	Q3MHB9
O94973	P61966
P22087	Q9NY93
A0A1B0GW76	B4DE70
Q01130	Q9BRL6
P22087	Q9NWS0
P22087	Q9NX58
O00499	Q15542
O00571	P11387
O00571	P11308
A8K5M4	Q5JYX0
B3KSH1	C9J0E9
A8K4G7	P53990
A8K192	P54792
O14653	P51809
A0A024QZR3	Q9Y450
P21359	P62258
P61254	Q9H7B2
P05556	Q96AC1
O75400	Q14562
A8K0T9	B1AK85
A8K0T9	B1AK87
A8K0T9	B1AK88
P78352	Q15700
A8K3H8	H0Y8C4
B4DSC9	Q96Q33
O75886	Q92783
P55957	Q07820
B3KSH1	C9J7B7
P25786	P85037
P06400	P41218
Q01130	Q9BWF3
O00487	O95714
O60291	Q99816
O14974	P01100
Q9P1Q0	Q9Y2D4
O00590	P78556
A0A1B0GW76	B4DSX3
A0A1B0GW76	B4DSZ1
A0A0C4DFZ1	H3BM38
O00590	P78423
P23396	P25963
B4DDF5	P49736
P61266	Q8WUH2
P61266	Q99747
A0A1B0GW76	B4E3U3
P49591	Q8IXJ6
P61266	Q8WVM8
P01042	P04196
B4DE70	O14653
P62875	Q96JM7
P78352	Q14576
H0YMV3	Q6IB71
Q13200	Q9UNE7
A0A0C4DFZ1	H3BNE1
Q13200	Q9UNS2
P61266	Q99523
B1ALA7	B2R7R5
B1ALA7	B2R860
E5RG31	Q9BWF4
H3BNT7	Q9Y6E3
A0A0C4DFZ1	H3BP15
H0YCE8	Q6P1J9
Q8NHQ9	Q9H0S4
P61201	Q99460
B4DK55	Q16187
Q5TEC6	Q93079
A0A0C4DFZ1	H3BPJ0
A5D8X2	B3KMP2
A8K4G7	B2RA72
A0A0C4DFZ1	H3BR99
A0A0C4DFZ1	H3BQY9
B4DG32	Q6P5Z4
Q15173	Q9P1A2
Q6IQ49	Q9UJX2
Q6IQ49	Q9UJX3
O00139	P49763
A0A0C4DFZ1	H3BR18
O94972	Q8TAU3
Q16623	Q9UNK0
Q13503	Q15059
Q7LBR1	Q96H20
P62191	Q92526
F8WAM2	P17987
A0A1B0GW76	B4DH37
A0A1B0GW76	B4DKR0
A0A1B0GW76	B4DJX9
B7Z5J7	J3KTJ6
P0CG48	Q68CZ6
B7Z1C9	P49368
B4DLT1	Q05DG7
H0YLX6	Q8IY97
G3V4X5	P17980
B4DXX4	E5RFJ8
Q5VST9	Q8WZ42
B4DXX4	E5RG31
B4DDF5	Q9BWF4
Q06416	Q7Z3K6
A0A087WY71	A0A0G2JS17
A0A087WY71	A0A0G2JRS3
A0A087WY71	A0A0G2JS82
P13747	P26718
O43298	Q15014
A0A087WY71	A0A0G2JRF9
K7EL68	Q59EK6
A0A087WY71	A0A0G2JQM1
A0A087WY71	A0A0G2JQT9
K7EL68	Q59FC6
A0A087WY71	A0A0G2JQA4
I3L3X9	U3KQN3
P14373	Q6NSW7
O75928	Q12824
P04080	P09668
B4DMH5	F2Z2E2
I3L1P5	J3KS13
Q16623	Q9UES0
A8K3H8	H0YN84
P55085	Q9NS75
P0CG48	Q5VVQ6
Q16623	Q9UEU0
P0CG48	Q5VVJ2
I3L1P5	J3KRF5
O00764	P21108
P61086	Q9NYG5
B4DN01	Q13098
B7ZAY4	Q86VI3
A6NMQ1	H0YDR7
B4E2D6	Q86TH3
G3V1A4	G5E9R0
Q8NA39	Q9UG07
I3L1P5	J3KSQ2
H7C1W2	O43837
A8K3H8	H0YJU0
P0CG48	Q5VZE5
A8K3H8	H0YJ75
O00571	P10276
P0CG48	Q5VTA0
P0CG48	Q5VTB9
P35659	Q92769
O43679	P50458
Q00839	Q92499
P16402	Q13618
B4DKR0	B5BU81
P14317	P37173
A0A0D9SEP9	Q6LEU0
B4DFP5	J3QL20
P0CG48	Q5VV67
B4DU71	Q2VPJ6
P0CG48	Q5VV41
H0YG16	Q68CV8
O60341	Q9UGL1
B4DYT1	Q53HJ4
P78352	Q14114
A6NLC8	O00268
P15173	Q15788
P15173	Q15796
P15173	Q15797
B4DH29	D6RDJ3
B4DYT1	Q53FG5
P15173	Q15596
B4DGU4	Q9HCS4
O15169	Q9Y3C5
A0AR27	Q16623
O95452	P56524
P35520	Q96HE7
P48552	Q9Y6Q9
A6PVX3	H0YJC0
B3KNL6	B3KW85
P78563	Q5SZQ8
B3KNL6	B3KWE2
P36957	Q96HY7
O95835	P0CG48
B3KNL6	B3KWS6
A6PVX3	H0YJS8
A6PVX3	H0YJT1
Q9ULX9	Q9Y4A8
A8K0Z3	Q2M389
E5RG31	P49736
H7C378	P43686
O60814	Q58WW2
O43679	Q9Y3Y4
Q15120	Q9BUB5
Q07817	Q9HD36
Q14416	Q9NSB8
Q16531	Q5T6F0
Q9NRZ9	Q9Y6K1
A0A087WXQ8	A0A087X2I1
Q13351	Q13547
Q5RKV6	Q8IZD4
B2R514	D6RAX7
C9JEP0	F6V107
P01588	P43681
Q5RKV6	Q8IYB7
Q9UJA3	Q9Y5B9
P78352	Q13387
F5H0U6	H7C596
F5H0U6	H7C5A0
F5H0U6	H7C5G4
F5H0U6	H7C5P4
P26378	Q96J87
Q53GW1	Q7Z338
C9JKT9	O60256
A0A0S2Z492	B1AHA9
A0A0S2Z492	B1AHB1
A0A0S2Z492	B1AHB2
P10275	Q8IXJ9
O60832	P40429
A6PVX3	H0Y579
B4DE70	O15400
O95163	P00533
B4DR91	Q96IV0
P01138	Q01973
O75146	P55072
F5H0U6	H7C1P0
A8MZ54	Q5T4Q0
A8K3H8	H0YJ49
B2RB94	Q658K0
A0A0A0MSS0	B3KTA5
Q12846	Q6P1M3
P06748	Q9NP50
H0YEW0	U3KPT7
B2R514	D6RD63
K7EL68	Q58FF6
K7EL68	Q58FF7
K7EL68	Q58FF4
K7EL68	Q58FF2
K7EL68	Q58FF3
K7EL68	Q58FF8
K7EL68	Q58FF9
K7EL68	Q58FG0
K7EL68	Q58FG1
Q58FG0	Q7L3B6
A8MZ54	Q5SQN1
B4DN01	H7C3T0
P61086	Q9NZS9
P54098	Q9H3D4
B4DN01	H7C531
B4DE70	O15498
B2R514	D6RFN0
A6NLF2	Q15369
P0CG48	P11717
P06493	P38646
C9JXG8	F5H018
P0CG48	P11802
Q8WUQ7	Q9BZJ0
P61966	Q96CW1
B4DL54	B4E069
Q15906	Q8N7R0
P06748	Q9NZN8
B4DU71	K7EL68
Q8WVJ2	Q99614
A0A1W2PPG1	B3KTA5
B4DU71	K7EKQ2
P01106	Q9Y6K9
P06493	P38398
P04156	Q9NW64
Q5JPE4	Q96QK1
P0CG48	P11308
B7Z571	P62333
Q96SB4	Q9HBH9
P0CG48	P11388
P01106	Q9Y3T9
Q96SB4	Q9HAT8
P23193	P62633
P0CG48	P11474
I3L3T1	Q2F831
P05556	Q99608
P01106	Q9Y2X0
P01106	Q9Y2X9
O94972	Q96SN8
P47756	Q6IBS0
Q12888	Q9UKL0
A0A0D9SG72	O15400
B3KNN7	D6RAX7
P01106	P50750
C9JYK2	P35241
B4DEA3	Q5TDH0
A0A0C4DH36	P01599
A0A0C4DH36	P01597
P55072	Q7Z3B4
C9JAF7	Q59G13
P35998	Q86TJ2
P0CG48	P11021
P0CG48	P11047
B7Z571	P62191
B7Z571	P62195
P01106	P50570
B3KNN7	D6RD63
Q15014	Q9Y294
P0CG48	P11161
O00401	Q99828
O95452	P57773
P43631	Q31612
P0CG48	P11233
A0A0C4DH36	P01834
Q13740	Q14515
B3KNN7	D6RFN0
Q4ADV7	Q92997
Q96RJ3	Q9Y4K3
A0A0C4DH36	P01602
A0A0C4DH36	P01601
A0A0C4DH36	P01611
P06493	P38919
A0A096LP07	Q96N86
P06493	P38936
O75096	Q9BQB4
B4DE70	C9JAF7
P42336	P46531
B4DU71	K7EQA9
O95639	Q6P1J9
H0YAB6	P48507
O00311	Q9BVC3
G3XAN3	Q53FG5
P68400	Q9Y294
Q13402	Q495M9
P19784	P63272
O00311	Q9BTE3
Q53HJ0	Q9BX72
P27930	Q01638
O95163	P01106
E9PQB7	Q6PJ43
Q58FF7	Q9NZL4
O94776	Q9UPW6
Q5VTD9	Q96KQ7
O75322	Q12931
A8MTJ3	P0CG48
B2R6D0	P17980
O95704	P04637
H0YGZ5	J3KNP2
C9JUN4	D3YTJ7
Q5VTD9	Q96IF1
B4DXX4	B7Z8Z6
G3XAN3	Q53HJ4
P17252	P23458
P50221	P50222
B4DVW7	Q16576
E9PHZ6	Q7L7W2
A8MZ54	Q5TZX9
Q6PJ82	Q6ZNJ2
Q99469	Q9UGP4
B7ZLB1	O95721
P08238	P35573
P55347	Q01664
J3QS13	O00232
Q9NPB9	Q9UBD3
Q01064	Q92633
B3KM48	Q9UNM7
B3KM48	Q9UNM6
B3KM48	Q9UNS2
P12081	P49590
O14980	Q9NRC8
J3QS13	O00303
O94763	P35269
P0CG48	P10827
P28749	Q92769
P0CG48	P10909
P0CG48	P10914
P0CG48	P10911
P60484	Q13042
A0A0G2JQT9	M0R0N4
P28749	Q92833
O14980	Q9NY61
B5BUB1	X6R2L4
C9JDH0	D3YTJ7
P08238	P35998
O14980	Q9NUU7
Q53HJ0	Q9BT78
P39656	P51148
A0A0G2JQT9	M0R1S0
O14980	Q9NW64
Q3KNV8	Q99496
P0CG48	P10415
Q8N8Y5	Q8WUM0
P00338	P0CG48
H0YLC2	P60900
Q7LBR1	Q99816
B4DJ66	D6RFN0
P0CG48	P10589
B4DVU3	Q24JU4
B7Z9M9	I3L4N8
O00571	P12270
C9J168	Q53FW2
P0CG48	P10645
F5H5F3	J3QL14
B7Z9M9	I3L3R2
B7Z9M9	I3L3I0
O14980	Q9NZN8
P0CG48	P10721
B4DJ66	D6RD63
P0CG48	P10809
P40763	Q00534
P40763	Q00577
O00231	Q53FV3
P11831	P32519
P40763	Q00526
B4DJ66	D6RAX7
O00231	Q53GN6
P50990	P51149
O75817	Q8N5L8
P09769	Q7Z7G1
Q02410	Q5EBL8
Q7LBR1	Q99741
P0CG48	P10276
P0CG48	P10275
P19784	P61964
A0A0G2JQT9	M0QYZ2
A0A0G2JQT9	M0QZ21
P49715	Q9H0F6
B4DKR0	H0YJY1
B4DKR0	H0YJS6
O00232	Q6XQN6
Q13277	Q9H269
Q13277	Q9H267
Q13277	Q9H270
B7ZA74	F5H2G5
P13747	P28062
P13747	P28065
P39656	P50990
A0A0C4DFZ1	H3BU86
Q13277	Q9H4M9
P0CG48	Q5XXA6
B3KSH1	C9JW37
B4DN01	Q15008
B7ZA74	F5H065
A0A0C4DFZ1	H3BV99
Q8NHQ9	Q9GZR7
P0CG48	Q5XPI4
O95069	P07550
P60900	Q53HB3
A0A0S2Z492	Q8NHX6
Q01638	Q13478
O95476	Q9BW27
Q06330	Q8N302
E9PQG3	P51665
P78352	Q16620
Q86TJ2	Q9Y230
Q86TJ2	Q9Y265
P35250	Q9Y294
Q86TJ2	Q9Y295
Q13200	Q9Y3C5
P60900	Q53FT8
A0A0D9SFW6	B7Z425
P17081	Q13153
P60900	Q53GF5
Q13200	Q9Y4K3
O75928	Q13422
O75586	P19387
P51809	Q86Y82
B4DMT5	D6RAX7
O75928	Q13573
Q07890	Q9UKS6
Q13191	Q9Y5K6
B4DMT5	D6RD63
B4DIH5	Q9UNS2
B4DIH5	Q9UNM6
B4DIH5	Q9UNM7
P55769	Q9UHK0
P28340	Q9UNS1
P02751	Q08ET2
Q96SB4	Q9H0G5
C9JW37	H7C3T0
P49715	Q9HD15
K7ENG2	Q86VN0
E7EVZ2	Q2F831
O15230	Q02388
P01106	P50991
A0A0D9SFW6	B7ZLB1
B2R4I8	Q9UPM8
A0A096LP07	Q96DE8
Q13277	Q9H115
Q7L3B6	S4R3N1
P19784	P62633
F5GX48	F5GYQ1
Q15291	Q8N7R0
O60828	Q96RU7
O94972	Q96EZ8
B2RDZ9	Q9NQT4
H0Y561	P54727
H0Y561	P54725
P60891	Q53FW2
O96017	Q96SB4
P14902	P29350
P43686	Q7L5N1
P43686	Q7L5Y9
B2RDZ9	Q9NPD3
B3KSH1	C9JFE4
O75928	Q13887
B4DR91	Q99460
A0A0S2Z492	Q8N7F5
P39656	Q9Y673
A0A0D9SFW6	B7ZBM8
B4DMT5	D6RFN0
P09769	P30273
P19784	P62258
A0A087WYG2	G3V3H3
B7Z8N7	Q5XG97
A0A087WYG2	G3V2P7
A0A0C4DFZ1	A0A1B0GXI6
A0A087WYG2	G3V2E7
P62805	Q6P1J9
O75342	Q9BYJ1
O60341	Q9Y4E5
P08238	P38646
B7Z425	F8W9Z6
Q6UW56	Q92832
P60604	P63208
O60341	Q9Y5K5
H0YDG7	Q86U13
P62191	Q96G75
Q13535	Q99459
E9PNC4	F6SFB5
Q14974	Q53F09
O95721	P23763
P46459	Q8N4C7
P60369	Q8IUC0
P07550	Q03135
O60341	Q9Y483
A0A087WYG2	G3V5R9
P05067	P98082
P62191	Q96L12
H0YDG7	Q86XZ2
P31749	Q14432
P0CG48	P13521
F5H1Y3	P12004
P0CG48	P13591
A0A087X1K7	Q562E6
E5RHF2	Q59F65
P0CG48	P13637
O75379	Q9Y2K9
B4DDF5	Q9H4N9
P0CG48	P13693
O60684	Q01201
B7Z8Z6	Q9NXL9-4
P0CG48	P13747
O15054	P48431
G3V2P7	Q5JB53
B4DJB0	Q53RR5
B4DJB0	Q53S41
P21453	P62987
P17980	P18669
J7M2B1	V9HW42
B2R6N6	P27348
J3KRE8	Q8N9M2
P17252	P25445
Q06830	Q13162
H0YLX6	Q8N2F8
Q13162	Q8NBS9
P0CG48	P13349
P0CG48	P13498
P10827	P10828
P48552	P56545
O00482	Q92786
B7Z5V2	P35241
E7ESK7	P61981
B4DIH5	Q9Y6E3
Q15291	Q92878
A0A0G2JQA4	H0Y673
B4E3U3	J3KNG4
P34947	Q9Y2X7
P0CG48	P13010
P14316	P16298
B7Z4I3	Q5XG97
P08034	Q9UKL4
Q92831	Q99801
B3KM22	Q6LCR0
B3KM22	Q6LCT9
H0YKR7	Q8TAR2
E7ESD9	F8W7U8
H0YLX6	Q8N9K4
C9J5Z0	Q9NRD5
P62191	Q969P5
B4DUC5	Q7Z726
I3L1P5	J3QL20
P60604	P62877
J3KT65	Q9Y281
O43511	Q8TE54
O43900	Q8TAA9
O14653	P56962
P12814	P35240
B7ZBM8	B7ZLB1
O43281	Q8N5H7
G3V2U3	Q8TF05
A0AR27	E9PNU4
H0YJI3	H0YL95
P17612	Q5S007
B4DEA3	Q5VWC4
P21554	P30679
B2R8A1	H0Y852
Q7L2H7	Q92905
P00367	P24539
J3KNG4	P61266
O95757	P0CG48
B1AH80	Q59FN2
Q08881	Q13239
P05141	P0CG48
O75322	Q14568
H0YJI3	H0YK94
H0YJI3	H0YK95
Q03188	Q6IQ49
Q8NEM1	Q8WUM0
Q6PJZ4	Q9UQN3
H0YMZ1	V9HW24
O00622	P48431
H0YMZ1	V9HW55
C9JXZ7	P12004
B3KMX0	O75419
B4E092	Q8N7F5
J7M2B1	V9GZ54
A0A0C4DH42	A0A0C4DH73
P28070	P61201
I3L0S1	Q53FW2
O00167	Q8N196
A0A0C4DH36	P04430
P0CG48	P12644
K7EK07	Q0VAS5
O75044	P63104
P01106	P53350
A0A024R7U6	Q53HJ4
A8K781	Q05BX4
B4DGE1	Q7Z677
O96020	P20248
O75322	Q16543
B3KSH0	Q9HCE5
A8K781	Q05CW6
P60604	P62256
O00233	Q9BT78
O00268	P0CG48
E5RG31	Q9H4N9
O96017	Q99832
P0CG48	P12931
A0A0G2JQA4	H0YJI3
P31749	Q13153
B7ZA74	Q9NQ35
P31749	Q13177
Q8N1B4	Q9NRW1
B3KQY9	O15160
A0A0G2JQA4	H0YLX6
A8K9G2	F5H3X6
P0CG48	P12235
P0CG48	P12236
P0CG48	P12270
P0CG48	P12273
A0A0G2JQA4	H0YLI7
Q5VIR6	Q9UEU0
B7Z9J8	G5E9Q7
H0YKR7	Q96A65
P31749	Q13363
P35568	Q6ZMU5
O75928	Q15596
A0A0G2JQA4	H0YN38
O15169	P54792
E9PG15	I3L3T1
A8K9G2	F5GWA7
D2CPJ5	Q53F10
O94979	P14625
Q92610	Q92793
E9PNC4	P61966
Q5TEC6	Q96A08
O00232	P22392
A8K9G2	F5GY37
O75928	Q15047
B4E091	Q6IQ49
H0YKS0	Q75L23
P26010	Q08722
O75821	Q96G38
B4E092	Q8NHX6
B2RDG0	F5GX11
B1AHB2	E5RFJ8
P16389	Q14721
P06400	P45973
O95271	Q96AX1
B1AHB2	E5RG31
B5ME19	J9R021
O15116	Q9NQT4
O15116	Q9NPD3
Q96HA9	Q9Y3D6
E7EQ34	X5D7S1
H7C608	Q9H211
H0YLC2	P62333
O75928	Q15788
H0YLC2	P62195
O14511	P78368
E9PSD7	Q53HM1
P04843	Q86YB8
P17036	Q02535
H0YLC2	P62191
P17980	P18074
P43699	Q9BZM3
P32969	Q13084
B4DP95	Q9Y6K9
P48556	Q13098
H0YLC0	Q6NX51
P10415	P45880
A0A0A0MSS0	P61266
B3KM48	Q9Y6E3
E9PQP6	P49356
P32121	P32238
P32121	P32239
O95786	Q6ZMC9
Q00610	Q9BXB1
B4E1E2	Q00610
Q5W0S4	X6R5E5
J3QL53	Q9BT78
A0A024R7U6	Q53FG5
P50990	P53618
Q2TAA8	Q99598
Q13576	Q9UJM0
Q13576	Q9UJM1
Q96J94	Q9BXT4
J3QL53	Q9BX72
P07332	P13747
Q13190	Q86Y82
B4DWK2	Q6P5Z4
P04000	P32121
B7Z4R3	E7EQR6
Q14568	Q2VPJ6
B7Z4R3	E7ERF2
A1L0W4	Q14568
D6RBT6	P53621
B2RBR9	J3KS65
H0YMU3	O15384
H0YMU3	O15385
O43511	Q96RN1
P62191	Q99683
P22087	Q9ULX3
P11712	P24462
B3KT37	B5BU24
Q13330	Q8IX07
P49281	P62987
H0YDE9	M0QZ21
Q96DE8	Q9BX72
Q70EK9	Q96RU2
A0A0G2JRS3	Q92572
B4DH37	B5BU81
Q58FG1	Q9Y230
P29016	Q14954
P52735	Q9Y6E0
P21731	Q16288
P16671	Q96KR4
B4DE70	B4DH37
Q9NU22	Q9Y4W2
B7Z3M9	Q59FN8
P02452	Q02388
Q8WUQ7	Q9H307
P10827	P12931
B4DE70	B4DJX9
P43627	Q31612
P12035	P13647
P62191	Q99832
O00571	P17844
Q06330	Q92905
O75190	P49407
Q8N5U6	Q9Y3T9
P05305	P08473
P0CG48	P15822
P10415	Q9BZS1
B3KX11	Q6IBT3
G3V3U4	Q5U0A0
E9PR62	H0Y673
P0CG48	P15923
H0YDE9	M0R1S0
B7Z5E4	X5D7S1
P19174	P60709
P0CG48	P15976
Q96QT6	Q9NVP2
H0YDE9	M0R0N4
A5GZ75	Q6IBS0
Q13547	Q8IZ40
P0CG48	P15311
P0CG48	P15313
P0CG48	P15336
O00571	P18583
B3KM48	P51665
J3QRR3	Q13200
P61978	Q8IZP0
P04437	P13765
B2R802	Q6NVW9
O00231	Q59F65
P0CG48	P15498
B4DE70	B4E141
A0A140VK41	A6NMS2
Q59G13	Q96NA8
O00231	Q59G89
P0CG48	P15559
J3QRR3	Q13041
B4DE70	B4E3U3
F5H459	H3BUN9
F5H459	H3BV30
P0CG48	P15692
F5H459	H3BS13
E9PKD5	Q5U0A0
B4DHC4	E9PG15
E9PR62	H0YLX6
E9PR62	H0YN38
P01857	P11912
P40763	Q05397
F5H459	H3BR36
Q9HAU4	Q9NZU5
B4DE70	B4DKR0
F5H459	H3BRM7
Q59F72	V9HW24
P0CG48	P15036
P0CG48	P15056
Q59F72	V9HW55
Q2F831	Q8TEW0
Q2F831	Q8TEW8
Q15714	Q9Y2V2
P0CG48	P15172
P0CG48	P15173
B4DHC4	E9PD24
P0CG48	P15259
Q01543	Q8IUI8
Q15714	Q9Y3Q8
Q93008	Q9UKI8
F5H459	H3BNR4
C4P0D4	Q7Z3N9
P17252	P28070
Q6PJZ4	Q9Y3E7
P61254	Q9NY93
Q5TEC6	Q99525
F5H459	H3BN71
E9PQ82	P35241
P61254	Q9NX58
H0YDE9	M0QYZ2
E9PR62	H0YJI3
B4DHR8	F5GX11
P67809	Q6ZN17
P05109	P19878
P21333	Q86SQ0
Q58FF6	Q7L3B6
A4UCT3	G3V1A4
